complaint_text,sector
Fertilizer subsidy not credited to farmers,Agriculture
Frequent power cuts disturbing daily life - repeated issue since yesterday,Electricity
Bus stop lacks shelter and seating for passengers - severe issue for many days - requesting help,Transport
Sewage water overflowing on the street - urgent issue since yesterday,Sanitation
Illegal sand mining observed nearby - major issue since last week,PublicSafety
Bus stop lacks shelter and seating for passengers - severe issue today - please take action,Transport
No drinking water supply since yesterday - severe issue for a month,Water
No proper drinking water facility in school - repeated issue since yesterday,Education
Electric pole leaning dangerously and may fall - repeated issue for many days - please take action,Electricity
Voltage fluctuations damaging appliances - frequent issue since yesterday - kripya isko thik karein,Electricity
Delay in pension disbursement for senior citizens - minor issue today,Other
School needs more benches and fans - frequent issue since yesterday,Education
Tap water is muddy and smells bad - serious issue for many days,Water
Kindly note: City bus route cancelled suddenly without notice,Transport
Traffic signals not working properly at busy junctions - repeated issue for a month,Transport
Attention: School needs more benches and fans,Education
Footpath broken and dangerous for pedestrians - frequent issue for many days,Roads
Ambulance not arriving quickly during emergencies - frequent issue for a month - requesting help,Health
Speeding vehicles in residential area need control - repeated issue regularly,PublicSafety
School building walls are cracked and unsafe - severe issue since last week,Education
Open drains causing mosquito concern - repeated issue for the past few days,Sanitation
 Sewage water overflowing on the street - repeated issue for many days - no one is taking action,Sanitation
Speeding vehicles in residential area need control - severe issue for many days,PublicSafety
"Paddy crops affected by pest attack, need support - major issue for many days",Agriculture
Loudspeakers used at night disturbing sleep - major issue regularly,PublicSafety
Chain snatching incidents reported in the area - serious issue for a month,PublicSafety
Irregular water supply causing problems,Water
Debris blocking the road and not cleared - urgent issue for a month,Roads
Railway crossing gate not working causing traffic jams - major issue since last week - kindly fix this,Transport
Attention: Hospital toilets unhygienic and unusable - minor issue for the past few days,Health
"Paddy crops affected by pest attack, need support - minor issue since last week",Agriculture
No proper drinking water facility in school - frequent issue today - kindly fix this,Education
"Stray dogs attacking people, need control measures - minor issue for the past few days",Health
Traffic signals not working properly at busy junctions - frequent issue since last week,Transport
Aadhaar update facility not available at office - minor issue for many days,Other
Need new ration card application processed quickly - serious issue since last week,Other
Kindly note: Garbage not collected for many days - repeated issue for a month,Sanitation
Street is damaged and difficult for vehicles - severe issue for a month,Roads
Divider damaged and unsafe for traffic - urgent issue for many days,Roads
Seeds not available on time for farmers - asap issue since last week - please resolve asap,Agriculture
Crop insurance claim pending for a long time - minor issue for many days - kindly fix this - please fix,Agriculture
